name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
David Martin,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Luke Freeman,Sheffield Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Florian Lejeune,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Angus Gunn,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Kamil Miazek,Leeds,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Zeze Steven Sessegnon,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Aaron Mooy,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Kelland Watts,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Yoshinori Muto,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Adam Forshaw,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Kenneth Zohore,West Brom,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Adrien Silva,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
William Saliba,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Wes Foderingham,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Juan Foyth,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Wayne Hennessey,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Kevin McDonald,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Albian Ajeti,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Jack Wilshere,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Harvey Elliott,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1250.0,1210.0,1190.0,1210.0,1300.0,1230.0,2020-21
Alfie Mawson,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Leonardo Campana,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Lucas Torreira,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Simon Moore,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1000.0,1040.0,1020.0,1070.0,1000.0,1010.0,2020-21
Barry Douglas,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Fabricio Agosto Ramírez,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Oliver Skipp,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Cedric Kipre,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Paulo Gazzaniga,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Jean Michaël Seri,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Jordan Stevens,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Christian Atsu,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Max Meyer,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Fikayo Tomori,Chelsea,0,DEF,0,0,0,0,0,2,0,0,0,0,0,50,4.0,1250.0,1280.0,1260.0,1300.0,1250.0,1310.0,2020-21
Joe Hart,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Michael Hector,Fulham,0,DEF,0,0,0,2,0,10,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Oliver Casey,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Jay-Roy Grot,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1160.0,1170.0,1060.0,1150.0,1210.0,1170.0,2020-21
Jonas Lössl,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Christian Walton,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Jordan Hugill,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Filip Benkovic,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Cyrus Christie,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Connor Wickham,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Nathan Ferguson,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Jonathan Leko,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1050.0,1040.0,1040.0,1000.0,1050.0,1040.0,2020-21
Florin Andone,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Cameron Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Matty James,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Shane Duffy,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Danny Ward,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1240.0,1260.0,1190.0,1150.0,1150.0,1230.0,2020-21
Marcus Bettinelli,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1100.0,1150.0,1110.0,1040.0,1060.0,2020-21
Glenn Murray,Brighton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Sam Woods,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Mark Gillespie,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Josh Sims,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1060.0,1100.0,1030.0,1110.0,1110.0,1160.0,2020-21
Ryan Sessegnon,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Martín Montoya,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Ryan Bennett,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Jarrad Branthwaite,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1250.0,1130.0,1130.0,1100.0,1200.0,1140.0,2020-21
Matija Sarkic,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Matthew Clarke,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Rolando Aarons,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,2.0,1050.0,1070.0,1050.0,1060.0,1030.0,1110.0,2020-21
Gedson Carvalho Fernandes,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Jason Steele,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,3.0,1130.0,1130.0,1150.0,1190.0,1100.0,1130.0,2020-21
Roberto Jimenez Gago,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,4.0,1230.0,1260.0,1140.0,1190.0,1260.0,1290.0,2020-21
Brandon Pierrick,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1090.0,1110.0,1030.0,1120.0,1010.0,1020.0,2020-21
Matt Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Bruno André Cavaco Jordao,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,3.0,1080.0,1110.0,1120.0,1130.0,1040.0,1120.0,2020-21
Danny Rose,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1190.0,1250.0,1130.0,1170.0,1250.0,1290.0,2020-21
Matteo Guendouzi,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Mesut Özil,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,4.0,1200.0,1250.0,1130.0,1150.0,1220.0,1210.0,2020-21
Mohamed Salah,Liverpool,265,MID,23,14,17,1,0,22,0,1,0,0,29,125,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Heung-Min Son,Spurs,258,MID,23,10,18,2,0,30,0,0,0,0,27,100,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Trent Alexander-Arnold,Liverpool,208,DEF,2,12,18,2,0,22,0,0,0,0,32,75,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Jarrod Bowen,West Ham,206,MID,12,17,8,6,0,46,0,0,0,0,24,65,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
João Pedro Cavaco Cancelo,Man City,201,DEF,1,11,19,7,0,25,0,0,0,0,27,60,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Kevin De Bruyne,Man City,196,MID,15,8,13,2,0,22,0,0,0,0,33,120,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Harry Kane,Spurs,192,FWD,17,11,14,5,0,40,0,0,0,0,23,125,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Andrew Robertson,Liverpool,186,DEF,3,11,17,5,1,20,0,0,0,0,23,70,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Sadio Mané,Liverpool,183,MID,16,5,17,5,0,24,0,0,0,0,10,120,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Virgil van Dijk,Liverpool,183,DEF,3,3,21,3,0,21,0,0,0,0,13,65,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
James Maddison,Leicester,181,MID,12,11,5,3,0,41,0,0,0,0,24,70,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Bukayo Saka,Arsenal,179,MID,11,9,13,6,0,39,0,0,0,0,18,65,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Alisson Ramses Becker,Liverpool,176,GK,0,1,20,0,0,24,1,0,0,75,15,60,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Diogo Jota,Liverpool,175,MID,15,7,14,3,0,19,0,0,0,0,8,75,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Joel Matip,Liverpool,170,DEF,3,3,17,2,0,21,0,0,0,0,20,50,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Mason Mount,Chelsea,169,MID,11,11,11,4,0,25,0,0,0,0,16,75,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Raheem Sterling,Man City,163,MID,13,7,13,1,0,17,0,1,0,0,15,110,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Aymeric Laporte,Man City,160,DEF,4,2,18,5,1,24,0,0,0,0,8,55,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
James Ward-Prowse,Southampton,159,MID,10,5,7,3,1,65,0,0,0,0,21,65,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Hugo Lloris,Spurs,158,GK,0,0,16,2,0,40,0,0,0,97,11,55,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Bernardo Mota Veiga de Carvalho e Silva,Man City,155,MID,8,8,16,6,0,23,0,0,0,0,15,70,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Ederson Santana de Moraes,Man City,155,GK,0,0,20,3,0,26,0,0,0,60,4,60,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Bruno Miguel Borges Fernandes,Man Utd,151,MID,10,7,8,10,0,54,0,2,0,0,15,120,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Wilfried Zaha,Crystal Palace,150,MID,14,2,11,4,1,34,0,2,0,0,11,70,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Antonio Rüdiger,Chelsea,150,DEF,3,3,15,9,0,27,0,0,0,0,10,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Matthew Cash,Aston Villa,147,DEF,4,3,13,8,0,50,0,0,0,0,11,50,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Gabriel Magalhães,Arsenal,146,DEF,5,0,13,6,1,38,0,0,0,0,16,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
José Malheiro de Sá,Wolves,146,GK,0,1,11,3,0,40,1,0,0,121,11,50,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Raphael Dias Belloli,Leeds,145,MID,11,4,5,7,0,68,0,0,0,0,14,65,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Teemu Pukki,Norwich,142,FWD,11,3,6,4,0,79,0,0,0,0,19,60,2.0,1030.0,1040.0,1040.0,1040.0,1040.0,1030.0,2021-22
Rúben Santos Gato Alves Dias,Man City,141,DEF,2,5,14,5,0,18,0,0,0,0,12,60,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Leandro Trossard,Brighton,141,MID,8,4,11,2,0,33,0,0,0,0,16,65,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Reece James,Chelsea,141,DEF,5,9,7,4,1,22,1,0,0,0,26,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Conor Gallagher,Crystal Palace,140,MID,8,6,11,10,0,38,0,0,0,0,16,55,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Michail Antonio,West Ham,140,FWD,10,10,7,6,1,43,0,1,0,0,14,75,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Ivan Toney,Brentford,139,FWD,12,5,8,8,0,47,0,0,0,0,19,65,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Saïd Benrahma,West Ham,138,MID,8,6,9,0,0,27,0,0,0,0,15,60,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Conor Coady,Wolves,138,DEF,4,0,11,4,0,43,0,0,0,0,10,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Phil Foden,Man City,137,MID,9,6,13,1,0,16,0,0,0,0,11,80,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Harvey Barnes,Leicester,137,MID,6,12,8,2,0,30,0,0,0,0,10,70,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Lukasz Fabianski,West Ham,136,GK,0,0,8,2,0,50,0,0,3,114,9,50,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Riyad Mahrez,Man City,135,MID,11,7,7,0,0,14,0,1,0,0,12,90,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Emmanuel Dennis,Watford,134,FWD,10,7,3,7,1,60,0,0,0,0,21,50,2.0,1060.0,1030.0,1090.0,1040.0,1120.0,1070.0,2021-22
Jamie Vardy,Leicester,133,FWD,15,3,4,2,0,27,1,0,0,0,24,105,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
David de Gea,Man Utd,132,GK,0,0,8,0,0,57,0,0,2,127,7,50,4.0,1210.0,1270.0,1170.0,1190.0,1190.0,1200.0,2021-22
Eric Dier,Spurs,132,DEF,0,1,16,1,0,30,1,0,0,0,7,45,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Ollie Watkins,Aston Villa,131,FWD,11,3,10,7,0,48,0,0,0,0,17,75,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Kasper Schmeichel,Leicester,131,GK,0,0,7,1,0,58,0,0,2,131,12,50,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Edouard Mendy,Chelsea,130,GK,0,0,14,3,0,31,0,0,0,73,3,60,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Thiago Emiliano da Silva,Chelsea,130,DEF,3,1,11,2,0,28,0,0,0,0,14,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Nick Pope,Burnley,130,GK,0,0,9,1,0,47,0,0,0,120,12,55,2.0,1060.0,1060.0,1080.0,1130.0,1060.0,1100.0,2021-22
Emiliano Martínez,Aston Villa,129,GK,0,0,11,4,0,48,0,0,1,95,7,55,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Marcos Alonso,Chelsea,128,DEF,4,5,9,8,0,22,0,0,0,0,14,55,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Rodrigo Hernandez,Man City,127,MID,7,2,17,5,0,22,0,0,0,0,9,55,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Robert Sánchez,Brighton,126,GK,0,0,11,3,1,42,0,0,0,101,8,45,3.0,1100.0,1090.0,1160.0,1160.0,1100.0,1120.0,2021-22
Emile Smith Rowe,Arsenal,125,MID,10,2,8,1,0,28,0,0,0,0,9,55,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Richarlison de Andrade,Everton,125,FWD,10,6,7,9,0,46,0,0,0,0,19,75,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Joachim Andersen,Crystal Palace,124,DEF,0,4,12,4,0,37,1,0,0,0,14,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Ilkay Gündogan,Man City,124,MID,8,5,14,1,0,10,0,0,0,0,10,75,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Marc Guéhi,Crystal Palace,123,DEF,2,1,11,4,0,43,0,0,0,0,8,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Pontus Jansson,Brentford,122,DEF,3,4,8,7,0,56,0,0,0,0,13,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Gabriel Fernando de Jesus,Man City,120,FWD,8,8,11,1,0,15,0,0,0,0,16,85,5.0,1350.0,1370.0,1340.0,1360.0,1340.0,1360.0,2021-22
Youri Tielemans,Leicester,120,MID,6,4,6,3,0,42,0,0,0,0,14,65,3.0,1090.0,1200.0,1100.0,1080.0,1150.0,1160.0,2021-22
Vicente Guaita,Crystal Palace,119,GK,0,0,11,2,0,33,0,0,0,83,11,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Bryan Mbeumo,Brentford,119,MID,4,7,9,4,0,47,0,0,0,0,6,55,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Tyrone Mings,Aston Villa,118,DEF,1,4,11,11,0,49,0,0,0,0,12,50,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Jack Harrison,Leeds,117,MID,8,1,3,3,0,68,0,0,0,0,12,60,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Pablo Fornals,West Ham,117,MID,6,4,8,4,0,38,0,0,0,0,5,60,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Allan Saint-Maximin,Newcastle,116,FWD,5,7,9,6,0,54,0,0,0,0,15,65,3.0,1090.0,1170.0,1050.0,1030.0,1040.0,1070.0,2021-22
Jordan Pickford,Everton,116,GK,0,0,7,2,0,58,0,0,0,117,12,50,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Aaron Cresswell,West Ham,115,DEF,2,4,7,3,0,38,0,0,0,0,17,55,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Tomas Soucek,West Ham,114,MID,5,1,6,3,0,46,0,0,0,0,14,60,3.0,1130.0,1190.0,1110.0,1150.0,1160.0,1180.0,2021-22
Kai Havertz,Chelsea,112,MID,8,4,10,3,0,18,0,0,0,0,5,85,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
John McGinn,Aston Villa,110,MID,3,4,10,8,0,48,0,0,0,0,12,60,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Jordan Henderson,Liverpool,110,MID,2,5,15,3,0,22,0,0,0,0,9,50,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Gabriel Teodoro Martinelli Silva,Arsenal,110,MID,6,7,7,1,1,25,0,0,0,0,6,55,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Tyrick Mitchell,Crystal Palace,109,DEF,0,2,10,1,0,43,0,0,0,0,6,45,3.0,1090.0,1100.0,1110.0,1160.0,1080.0,1160.0,2021-22
Romain Saïss,Wolves,109,DEF,2,0,11,6,0,30,0,0,0,0,6,50,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Pierre-Emile Højbjerg,Spurs,109,MID,2,3,16,3,0,34,0,0,0,0,6,50,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Jacob Ramsey,Aston Villa,109,MID,6,1,12,6,0,35,0,0,0,0,9,45,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Rico Henry,Brentford,108,DEF,3,0,9,2,0,41,0,0,0,0,4,45,2.0,1060.0,1070.0,1120.0,1150.0,1080.0,1120.0,2021-22
Ben White,Arsenal,107,DEF,0,0,13,3,0,35,1,0,0,0,9,45,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Emiliano Buendía Stati,Aston Villa,107,MID,4,6,7,1,0,32,0,0,0,0,8,65,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Kieran Tierney,Arsenal,106,DEF,1,3,11,0,0,21,0,0,0,0,11,50,4.0,1250.0,1270.0,1150.0,1210.0,1190.0,1220.0,2021-22
Jorge Luiz Frello Filho,Chelsea,106,MID,6,2,12,5,0,16,0,1,0,0,11,60,4.0,1290.0,1320.0,1300.0,1300.0,1250.0,1290.0,2021-22
Max Kilman,Wolves,106,DEF,1,1,10,3,0,25,0,0,0,0,5,45,3.0,1200.0,1170.0,1150.0,1160.0,1080.0,1100.0,2021-22
Danny Ings,Aston Villa,106,FWD,7,6,10,4,0,26,0,0,0,0,12,80,3.0,1100.0,1100.0,1140.0,1110.0,1090.0,1090.0,2021-22
Illan Meslier,Leeds,106,GK,0,0,5,2,0,79,0,0,0,143,8,50,3.0,1070.0,1080.0,1080.0,1070.0,1100.0,1100.0,2021-22
Demarai Gray,Everton,106,MID,5,5,6,3,0,39,0,0,0,0,3,55,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
Ben Davies,Liverpool,105,DEF,1,2,12,6,0,30,0,0,0,0,3,40,5.0,1340.0,1360.0,1300.0,1350.0,1340.0,1350.0,2021-22
Ben Davies,Spurs,105,DEF,1,2,12,6,0,30,0,0,0,0,3,40,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Sergio Reguilón,Spurs,104,DEF,2,4,9,4,0,25,0,0,0,0,9,50,4.0,1210.0,1270.0,1190.0,1200.0,1210.0,1210.0,2021-22
Che Adams,Southampton,103,FWD,7,4,5,0,0,40,0,0,0,0,11,70,3.0,1080.0,1110.0,1090.0,1140.0,1120.0,1090.0,2021-22
Michael Keane,Everton,102,DEF,3,2,8,2,1,54,2,0,0,0,11,50,2.0,1050.0,1090.0,1130.0,1090.0,1110.0,1110.0,2021-22
