Player,Country,Team,Assists,Season
Jamie Murphy,Scotland,Brighton & Hove Albion,3,2016-2017
Steven Naismith,Scotland,Norwich City,3,2016-2017
Kasey Palmer,Jamaica,Huddersfield Town,3,2016-2017
Jamie Paterson,England,Nottingham Forest,3,2016-2017
Brett Pitman,England,Ipswich Town,3,2016-2017
Marc Roberts,England,Barnsley FC,3,2016-2017
Josh Scowen,England,Barnsley FC,3,2016-2017
Ryan Sessegnon,England,Fulham FC,3,2016-2017
Marvin Sordell,England,Burton Albion,3,2016-2017
Charlie Taylor,England,Leeds United,3,2016-2017
Rajiv van La Parra,Netherlands,Huddersfield Town,3,2016-2017
Danny Ward,England,Rotherham United,3,2016-2017
Grant Ward,England,Ipswich Town,3,2016-2017
Nahki Wells,Bermuda,Huddersfield Town,3,2016-2017
Derrick Williams,Ireland,Bristol City,3,2016-2017
Andy Yiadom,Ghana,Barnsley FC,3,2016-2017
Tom Adeyemi,England,Rotherham United,2,2016-2017
Lucas Akins,England,Burton Albion,2,2016-2017
Kyle Bartley,England,Leeds United,2,2016-2017
Stuart Beavon,England,Burton Albion,2,2016-2017
Roy Beerens,Netherlands,Reading FC,2,2016-2017
Jake Bidwell,England,Queens Park Rangers,2,2016-2017
Andreas Bjelland,Denmark,Brentford FC,2,2016-2017
Tom Bradshaw,Wales,Barnsley FC,2,2016-2017
James Bree,England,Barnsley FC,2,2016-2017
Liam Bridcutt,Scotland,Leeds United,2,2016-2017
Craig Bryson,Scotland,Derby County,2,2016-2017
Matty Cash,Poland,Nottingham Forest,2,2016-2017
Zach Clough,England,Nottingham Forest,2,2016-2017
Conor Coady,England,Wolverhampton Wanderers,2,2016-2017
Milan Đurić,Bosnia-Herzegovina,Bristol City,2,2016-2017
David Edwards,Wales,Wolverhampton Wanderers,2,2016-2017
George Evans,England,Reading FC,2,2016-2017
Darnell Fisher,England,Rotherham United,2,2016-2017
Tom Flanagan,Northern Ireland,Burton Albion,2,2016-2017
Steven Fletcher,Scotland,Sheffield Wednesday,2,2016-2017
Lee Frecklington,Ireland,Rotherham United,2,2016-2017
Dwight Gayle,England,Newcastle United,2,2016-2017
Alex Gilbey,England,Wigan Athletic,2,2016-2017
Jack Grealish,England,Aston Villa,2,2016-2017
Will Grigg,Northern Ireland,Wigan Athletic,2,2016-2017
Adam Hammill,England,Barnsley FC,2,2016-2017
Isaac Hayden,England,Newcastle United,2,2016-2017
Hildeberto,Cape Verde,Nottingham Forest,2,2016-2017
Jack Hunt,England,Sheffield Wednesday,2,2016-2017
Mile Jedinak,Australia,Aston Villa,2,2016-2017
João Teixeira,Portugal,Wolverhampton Wanderers,2,2016-2017
Bradley Johnson,England,Derby County,2,2016-2017
David Jones,England,Sheffield Wednesday,2,2016-2017
Florian Jozefzoon,Suriname,Brentford FC,2,2016-2017
Elias Kachunga,Congo DR,Huddersfield Town,2,2016-2017
Pajtim Kasami,Switzerland,Nottingham Forest,2,2016-2017
Neeskens Kebano,Congo DR,Fulham FC,2,2016-2017
Andrew Kellett,England,Wigan Athletic,2,2016-2017
Jonathan Kodjia,Ivory Coast,Bristol City,2,2016-2017
Jamaal Lascelles,England,Newcastle United,2,2016-2017
Eric Lichaj,USA,Nottingham Forest,2,2016-2017
Lucas João,Angola,Sheffield Wednesday,2,2016-2017
Jamie Mackie,Scotland,Queens Park Rangers,2,2016-2017
Jacques Maghoma,Congo DR,Birmingham City,2,2016-2017
Ryan Manning,Ireland,Queens Park Rangers,2,2016-2017
Solly March,England,Brighton & Hove Albion,2,2016-2017
Chris Martin,Scotland,Fulham FC,2,2016-2017
Joe Mattock,England,Rotherham United,2,2016-2017
Ross McCormack,Scotland,Nottingham Forest,2,2016-2017
Kyle McFadzean,England,Burton Albion,2,2016-2017
Callum McManaman,England,Sheffield Wednesday,2,2016-2017
Liam Moore,Jamaica,Reading FC,2,2016-2017
Alex Mowatt,England,Leeds United,2,2016-2017
Daryl Murphy,Ireland,Newcastle United,2,2016-2017
Yeni N’Gbakoto,Congo DR,Queens Park Rangers,2,2016-2017
Joe Newell,England,Rotherham United,2,2016-2017
Craig Noone,England,Cardiff City,2,2016-2017
Oliver Norwood,Northern Ireland,Brighton & Hove Albion,2,2016-2017
Eunan O'Kane,Ireland,Leeds United,2,2016-2017
Gabriel Obertan,France,Wigan Athletic,2,2016-2017
Denis Odoi,Belgium,Fulham FC,2,2016-2017
Marcus Olsson,Sweden,Derby County,2,2016-2017
Nedum Onuoha,England,Queens Park Rangers,2,2016-2017
Matt Palmer,England,Burton Albion,2,2016-2017
Jack Payne,England,Huddersfield Town,2,2016-2017
Ben Pearson,England,Preston North End,2,2016-2017
David Perkins,England,Wigan Athletic,2,2016-2017
Kalvin Phillips,England,Leeds United,2,2016-2017
Daniel Pudil,Czech Republic,Sheffield Wednesday,2,2016-2017
Christopher Schindler,Germany,Huddersfield Town,2,2016-2017
Dale Stephens,England,Brighton & Hove Albion,2,2016-2017
David Vaughan,Wales,Nottingham Forest,2,2016-2017
Conor Washington,Northern Ireland,Queens Park Rangers,2,2016-2017
Andreas Weimann,Austria,Wolverhampton Wanderers,2,2016-2017
Yanic Wildschut,Suriname,Wigan Athletic,2,2016-2017
Cauley Woodrow,England,Fulham FC,2,2016-2017
Scott Allan,Scotland,Rotherham United,1,2016-2017
Jordan Amavi,France,Aston Villa,1,2016-2017
Vurnon Anita,Curaçao,Newcastle United,1,2016-2017
Britt Assombalonga,Congo DR,Nottingham Forest,1,2016-2017
Leandro Bacuna,Curaçao,Aston Villa,1,2016-2017
Jermaine Beckford,Jamaica,Preston North End,1,2016-2017
Nicklas Bendtner,Denmark,Nottingham Forest,1,2016-2017
Elliott Bennett,Jamaica,Blackburn Rovers,1,2016-2017
Gaetano Berardi,Switzerland,Leeds United,1,2016-2017
Christophe Berra,Scotland,Ipswich Town,1,2016-2017
Tyler Blackett,England,Reading FC,1,2016-2017
Andy Boyle,Ireland,Preston North End,1,2016-2017
Josh Brownhill,England,Bristol City,1,2016-2017
Kévin Bru,Mauritius,Ipswich Town,1,2016-2017
Harry Bunn,England,Huddersfield Town,1,2016-2017
Oliver Burke,Scotland,Nottingham Forest,1,2016-2017
Jake Buxton,England,Wigan Athletic,1,2016-2017
Abdoul Camara,Guinea,Derby County,1,2016-2017
Mustapha Carayol,Gambia,Nottingham Forest,1,2016-2017
Scott Carson,England,Derby County,1,2016-2017
Marouane Chamakh,Morocco,Cardiff City,1,2016-2017
Hamza Choudhury,England,Burton Albion,1,2016-2017
Aly Cissokho,France,Aston Villa,1,2016-2017
Ciaran Clark,Ireland,Newcastle United,1,2016-2017
Chris Cohen,England,Nottingham Forest,1,2016-2017
Jack Colback,England,Newcastle United,1,2016-2017
Ryan Colclough,England,Wigan Athletic,1,2016-2017
Maxime Colin,France,Brentford FC,1,2016-2017
Matthew Connolly,England,Cardiff City,1,2016-2017
Martin Cranie,England,Huddersfield Town,1,2016-2017
David Davis,England,Birmingham City,1,2016-2017
Bobby De Cordova-Reid,Jamaica,Bristol City,1,2016-2017
Clayton Donaldson,England,Birmingham City,1,2016-2017
Graham Dorrans,Scotland,Norwich City,1,2016-2017
Souleymane Doukara,Senegal,Leeds United,1,2016-2017
Lewis Dunk,England,Brighton & Hove Albion,1,2016-2017
John Egan,Ireland,Brentford FC,1,2016-2017
Joel Ekstrand,Sweden,Rotherham United,1,2016-2017
Nasser El Khayati,Netherlands,Queens Park Rangers,1,2016-2017
Bright Enobakhare,Nigeria,Wolverhampton Wanderers,1,2016-2017
Aden Flint,England,Bristol City,1,2016-2017
Dael Fry,England,Rotherham United,1,2016-2017
Sam Gallagher,England,Blackburn Rovers,1,2016-2017
Luke Garbutt,England,Wigan Athletic,1,2016-2017
Rudy Gestede,Benin,Aston Villa,1,2016-2017
Stephen Gleeson,Ireland,Birmingham City,1,2016-2017
Jordan Graham,England,Wolverhampton Wanderers,1,2016-2017
Jorge Grant,England,Nottingham Forest,1,2016-2017
Jamie Hanson,England,Wigan Athletic,1,2016-2017
Callum Harriott,England,Reading FC,1,2016-2017
Sam Hutchinson,England,Sheffield Wednesday,1,2016-2017
Alan Hutton,Scotland,Aston Villa,1,2016-2017
Emyr Huws,Wales,Ipswich Town,1,2016-2017
Dominic Iorfa,England,Wolverhampton Wanderers,1,2016-2017
Matty James,England,Barnsley FC,1,2016-2017
Saidy Janko,Switzerland,Barnsley FC,1,2016-2017
Pontus Jansson,Sweden,Leeds United,1,2016-2017
Sam Johnstone,England,Aston Villa,1,2016-2017
Jordi Gómez,Spain,Wigan Athletic,1,2016-2017
Sullay Kaikai,Sierra Leone,Brentford FC,1,2016-2017
Tomáš Kalas,Czech Republic,Fulham FC,1,2016-2017
Beram Kayal,Israel,Brighton & Hove Albion,1,2016-2017
Cheick Keita,Mali,Birmingham City,1,2016-2017
Stephen Kelly,Ireland,Rotherham United,1,2016-2017
Myles Kenlock,England,Ipswich Town,1,2016-2017
Ryan Kent,England,Barnsley FC,1,2016-2017
Richard Keogh,Ireland,Derby County,1,2016-2017
Michael Kightly,England,Burton Albion,1,2016-2017
Cole Kpekawa,England,Queens Park Rangers,1,2016-2017
Kieran Lee,England,Sheffield Wednesday,1,2016-2017
Licá,Portugal,Nottingham Forest,1,2016-2017
Mark Little,England,Bristol City,1,2016-2017
Jason Lowe,England,Blackburn Rovers,1,2016-2017
Kazenga LuaLua,England,Queens Park Rangers,1,2016-2017
Angus MacDonald,England,Barnsley FC,1,2016-2017
Michael Mancienne,Seychelles,Nottingham Forest,1,2016-2017
Russell Martin,Scotland,Norwich City,1,2016-2017
Adam Matthews,Wales,Bristol City,1,2016-2017
Matt Mills,England,Nottingham Forest,1,2016-2017
George Moncur,England,Barnsley FC,1,2016-2017
Charlie Mulgrew,Scotland,Blackburn Rovers,1,2016-2017
Youssuf Mulumbu,Congo DR,Norwich City,1,2016-2017
David Nugent,England,Derby County,1,2016-2017
Callum O'Dowda,Ireland,Bristol City,1,2016-2017
Chris O'Grady,England,Burton Albion,1,2016-2017
Peter Odemwingie,Nigeria,Rotherham United,1,2016-2017
Marlon Pack,England,Bristol City,1,2016-2017
Stefan Payne,England,Barnsley FC,1,2016-2017
Alex Pearce,Ireland,Derby County,1,2016-2017
Lee Peltier,England,Cardiff City,1,2016-2017
Anthony Pilkington,Ireland,Cardiff City,1,2016-2017
Pinillos,Spain,Nottingham Forest,1,2016-2017
Sébastien Pocognoli,Belgium,Brighton & Hove Albion,1,2016-2017
Sebastian Polter,Germany,Queens Park Rangers,1,2016-2017
Jack Price,England,Wolverhampton Wanderers,1,2016-2017
Joe Ralls,England,Cardiff City,1,2016-2017
Jordan Rhodes,Scotland,Sheffield Wednesday,1,2016-2017
Jazz Richards,Wales,Cardiff City,1,2016-2017
Connor Ronan,Ireland,Wolverhampton Wanderers,1,2016-2017
Liam Rosenior,England,Brighton & Hove Albion,1,2016-2017
Romain Saïss,Morocco,Wolverhampton Wanderers,1,2016-2017
Dominic Samuel,England,Reading FC,1,2016-2017
George Saville,Northern Ireland,Wolverhampton Wanderers,1,2016-2017
Joe Sbarra,England,Burton Albion,1,2016-2017
Sean Scannell,Ireland,Huddersfield Town,1,2016-2017
Sergi Canós,Spain,Norwich City,1,2016-2017
Mide Shodipo,Ireland,Queens Park Rangers,1,2016-2017
Ryan Shotton,England,Birmingham City,1,2016-2017
Ragnar Sigurðsson,Iceland,Fulham FC,1,2016-2017
Korey Smith,England,Bristol City,1,2016-2017
Jordan Spence,England,Ipswich Town,1,2016-2017
Jason Steele,England,Blackburn Rovers,1,2016-2017
David Stockdale,England,Brighton & Hove Albion,1,2016-2017
Idrissa Sylla,Guinea,Queens Park Rangers,1,2016-2017
Jon Taylor,England,Rotherham United,1,2016-2017
Neil Taylor,Wales,Aston Villa,1,2016-2017
Joey van den Berg,Netherlands,Reading FC,1,2016-2017
Will Vaulks,Wales,Rotherham United,1,2016-2017
Marnick Vermijl,Belgium,Sheffield Wednesday,1,2016-2017
Matěj Vydra,Czech Republic,Derby County,1,2016-2017
Jed Wallace,England,Wolverhampton Wanderers,1,2016-2017
Stephen Warnock,England,Wigan Athletic,1,2016-2017
Adam Webster,England,Ipswich Town,1,2016-2017
Steven Whittaker,Scotland,Norwich City,1,2016-2017
Aaron Wilbraham,England,Bristol City,1,2016-2017
Daniel Williams,USA,Reading FC,1,2016-2017
Sam Winnall,England,Sheffield Wednesday,1,2016-2017
Richard Wood,England,Rotherham United,1,2016-2017
Barry Douglas,Scotland,Wolverhampton Wanderers,14,2017-2018
Robert Snodgrass,Scotland,Aston Villa,14,2017-2018
Luke Freeman,England,Queens Park Rangers,12,2017-2018
Ivan Cavaleiro,Portugal,Wolverhampton Wanderers,12,2017-2018
Junior Hoilett,Canada,Cardiff City,11,2017-2018
Adam Reach,England,Sheffield Wednesday,11,2017-2018
Martyn Waghorn,England,Ipswich Town,11,2017-2018
Adama Traoré,Spain,Middlesbrough FC,10,2017-2018
Mark Duffy,England,Sheffield United,9,2017-2018
Matt Smith,England,Queens Park Rangers,9,2017-2018
Jed Wallace,England,Millwall FC,9,2017-2018
Stefan Johansen,Norway,Fulham FC,8,2017-2018
James Maddison,England,Norwich City,8,2017-2018
Steve Morison,Wales,Millwall FC,8,2017-2018
Pablo Hernández,Spain,Leeds United,8,2017-2018
Jamie Paterson,England,Bristol City,8,2017-2018
Tom Barkhuizen,England,Preston North End,7,2017-2018
Bobby De Cordova-Reid,Jamaica,Bristol City,7,2017-2018
Stewart Downing,England,Middlesbrough FC,7,2017-2018
John Fleck,Scotland,Sheffield United,7,2017-2018
Ryan Fredericks,England,Fulham FC,7,2017-2018
Florian Jozefzoon,Suriname,Brentford FC,7,2017-2018
Jonas Knudsen,Denmark,Ipswich Town,7,2017-2018
Tom Lawrence,Wales,Derby County,7,2017-2018
Gary Madine,England,Cardiff City,7,2017-2018
Barrie McKay,Scotland,Nottingham Forest,7,2017-2018
Callum Robinson,Ireland,Preston North End,7,2017-2018
Samu Sáiz,Spain,Leeds United,7,2017-2018
Lucas Akins,England,Burton Albion,6,2017-2018
Hélder Costa,Angola,Wolverhampton Wanderers,6,2017-2018
Jackson Irvine,Australia,Hull City,6,2017-2018
Jacques Maghoma,Congo DR,Birmingham City,6,2017-2018
Ben Marshall,England,Wolverhampton Wanderers,6,2017-2018
Marlon Pack,England,Bristol City,6,2017-2018
Ryan Sessegnon,England,Fulham FC,6,2017-2018
Andreas Weimann,Austria,Derby County,6,2017-2018
Albert Adomah,Ghana,Aston Villa,5,2017-2018
Ezgjan Alioski,North Macedonia,Leeds United,5,2017-2018
Josh Brownhill,England,Bristol City,5,2017-2018
Tom Cairney,England,Fulham FC,5,2017-2018
Lee Cattermole,England,Sunderland AFC,5,2017-2018
Cyrus Christie,Ireland,Middlesbrough FC,5,2017-2018
Leon Clarke,England,Sheffield United,5,2017-2018
Diogo Jota,Portugal,Wolverhampton Wanderers,5,2017-2018
Ahmed Elmohamady,Egypt,Aston Villa,5,2017-2018
Paul Gallagher,Scotland,Preston North End,5,2017-2018
Jack Grealish,England,Aston Villa,5,2017-2018
Kamil Grosicki,Poland,Hull City,5,2017-2018
Markus Henriksen,Norway,Hull City,5,2017-2018
Bradley Johnson,England,Derby County,5,2017-2018
Richard Keogh,Ireland,Derby County,5,2017-2018
Léo Bonatini,Brazil,Wolverhampton Wanderers,5,2017-2018
Aiden McGeady,Ireland,Sunderland AFC,5,2017-2018
Nathaniel Mendez-Laing,Guatemala,Cardiff City,5,2017-2018
Atdhe Nuhiu,Kosovo,Sheffield Wednesday,5,2017-2018
Jota Peleteiro,Spain,Brentford FC,5,2017-2018
Grant Ward,England,Ipswich Town,5,2017-2018
Kenneth Zohoré,Denmark,Cardiff City,5,2017-2018
Sone Aluko,Nigeria,Reading FC,4,2017-2018
Harvey Barnes,England,Barnsley FC,4,2017-2018
Modou Barrow,Gambia,Reading FC,4,2017-2018
Joe Bennett,England,Cardiff City,4,2017-2018
Liam Bridcutt,Scotland,Nottingham Forest,4,2017-2018
David Brooks,Wales,Sheffield United,4,2017-2018
Matt Doherty,Ireland,Wolverhampton Wanderers,4,2017-2018
Kieran Dowell,England,Nottingham Forest,4,2017-2018
David Edwards,Wales,Wolverhampton Wanderers,4,2017-2018
Lee Gregory,England,Millwall FC,4,2017-2018
Jack Hunt,England,Sheffield Wednesday,4,2017-2018
Sebastian Larsson,Sweden,Hull City,4,2017-2018
Lucas Piazón,Brazil,Fulham FC,4,2017-2018
Neal Maupay,France,Brentford FC,4,2017-2018
David McGoldrick,Ireland,Ipswich Town,4,2017-2018
George Moncur,England,Barnsley FC,4,2017-2018
Kieffer Moore,Wales,Barnsley FC,4,2017-2018
David Nugent,England,Derby County,4,2017-2018
Jack O'Connell,England,Sheffield United,4,2017-2018
Ben Osborn,England,Nottingham Forest,4,2017-2018
Bryan Oviedo,Costa Rica,Sunderland AFC,4,2017-2018
Callum Paterson,Scotland,Cardiff City,4,2017-2018
Joe Ralls,England,Cardiff City,4,2017-2018
Antonee Robinson,USA,Bolton Wanderers,4,2017-2018
Romaine Sawyers,St. Kitts & Nevis,Brentford FC,4,2017-2018
Billy Sharp,England,Sheffield United,4,2017-2018
Jordan Spence,England,Ipswich Town,4,2017-2018
Enda Stevens,Ireland,Sheffield United,4,2017-2018
Jon Toral,Spain,Hull City,4,2017-2018
Josh Vela,England,Bolton Wanderers,4,2017-2018
Matěj Vydra,Czech Republic,Derby County,4,2017-2018
Ollie Watkins,England,Brentford FC,4,2017-2018
Paweł Wszołek,Poland,Queens Park Rangers,4,2017-2018
Nico Yennaris,China,Brentford FC,4,2017-2018
Ola Aina,Nigeria,Hull City,3,2017-2018
Leandro Bacuna,Curaçao,Reading FC,3,2017-2018
Barry Bannan,Scotland,Sheffield Wednesday,3,2017-2018
Jake Bidwell,England,Queens Park Rangers,3,2017-2018
Jérémie Boga,Ivory Coast,Birmingham City,3,2017-2018
Joe Bryan,England,Bristol City,3,2017-2018
Fraizer Campbell,England,Hull City,3,2017-2018
Matty Cash,Poland,Nottingham Forest,3,2017-2018
Jake Cooper,England,Millwall FC,3,2017-2018
Henrik Dalsgaard,Denmark,Brentford FC,3,2017-2018
Curtis Davies,England,Derby County,3,2017-2018
Ashley Fletcher,England,Sunderland AFC,3,2017-2018
Darnell Furlong,England,Queens Park Rangers,3,2017-2018
Ben Gibson,England,Middlesbrough FC,3,2017-2018
Lynden Gooch,USA,Sunderland AFC,3,2017-2018
Wes Hoolahan,Ireland,Norwich City,3,2017-2018
Gary Hooper,England,Sheffield Wednesday,3,2017-2018
Cameron Jerome,Grenada,Norwich City,3,2017-2018
Daniel Johnson,Jamaica,Preston North End,3,2017-2018
Neeskens Kebano,Congo DR,Fulham FC,3,2017-2018
Liam Kelly,Ireland,Reading FC,3,2017-2018
Jonathan Kodjia,Ivory Coast,Aston Villa,3,2017-2018
Henri Lansbury,England,Aston Villa,3,2017-2018
Pierre-Michel Lasogga,Germany,Leeds United,3,2017-2018
Joe Lolley,England,Nottingham Forest,3,2017-2018
Lucas João,Angola,Sheffield Wednesday,3,2017-2018
John Lundstram,England,Sheffield United,3,2017-2018
Massimo Luongo,Australia,Queens Park Rangers,3,2017-2018
Seán Maguire,Ireland,Preston North End,3,2017-2018
Josh Murphy,England,Norwich City,3,2017-2018
Didier Ndong,Gabon,Sunderland AFC,3,2017-2018
Oliver Norwood,Northern Ireland,Fulham FC,3,2017-2018
Callum O'Dowda,Ireland,Bristol City,3,2017-2018
Eunan O'Kane,Ireland,Leeds United,3,2017-2018
Josh Onomah,England,Aston Villa,3,2017-2018
Kalvin Phillips,England,Leeds United,3,2017-2018
Brad Potts,England,Barnsley FC,3,2017-2018
Darren Pratley,England,Bolton Wanderers,3,2017-2018
Harrison Reed,England,Norwich City,3,2017-2018
Kemar Roofe,Jamaica,Leeds United,3,2017-2018
Rui Fonte,Portugal,Fulham FC,3,2017-2018
Lee Tomlin,England,Nottingham Forest,3,2017-2018
Armand Traoré,Senegal,Nottingham Forest,3,2017-2018
Shaun Williams,Ireland,Millwall FC,3,2017-2018
Harry Wilson,Wales,Hull City,3,2017-2018
Andre Wisdom,England,Derby County,3,2017-2018
Ryan Woods,England,Brentford FC,3,2017-2018
Andy Yiadom,Ghana,Barnsley FC,3,2017-2018
Ché Adams,Scotland,Birmingham City,2,2017-2018
Hope Akpan,Nigeria,Burton Albion,2,2017-2018
Sammy Ameobi,England,Bolton Wanderers,2,2017-2018
Yoann Barbet,France,Brentford FC,2,2017-2018
Birkir Bjarnason,Iceland,Aston Villa,2,2017-2018
Tyler Blackett,England,Reading FC,2,2017-2018
Jón Böðvarsson,Iceland,Reading FC,2,2017-2018
Willy Boly,Ivory Coast,Wolverhampton Wanderers,2,2017-2018
Martin Braithwaite,Denmark,Middlesbrough FC,2,2017-2018
Ben Brereton,Chile,Nottingham Forest,2,2017-2018
Mustapha Carayol,Gambia,Nottingham Forest,2,2017-2018
Cameron Carter-Vickers,USA,Sheffield United,2,2017-2018
Paweł Cibicki,Sweden,Leeds United,2,2017-2018
Conor Coady,England,Wolverhampton Wanderers,2,2017-2018
Greg Cunningham,Ireland,Preston North End,2,2017-2018
David Davis,England,Birmingham City,2,2017-2018
Famara Diédhiou,Senegal,Bristol City,2,2017-2018
Lloyd Dyer,England,Burton Albion,2,2017-2018
Bruno Écuélé Manga,Gabon,Cardiff City,2,2017-2018
Filipe Morais,Portugal,Bolton Wanderers,2,2017-2018
Aden Flint,England,Bristol City,2,2017-2018
Craig Gardner,England,Birmingham City,2,2017-2018
Gary Gardner,England,Barnsley FC,2,2017-2018
Joe Garner,England,Ipswich Town,2,2017-2018
Rudy Gestede,Benin,Middlesbrough FC,2,2017-2018
Wes Harding,Jamaica,Birmingham City,2,2017-2018
Scott Hogan,Ireland,Aston Villa,2,2017-2018
George Honeyman,England,Sunderland AFC,2,2017-2018
Conor Hourihane,Ireland,Aston Villa,2,2017-2018
Jonny Howson,England,Middlesbrough FC,2,2017-2018
Paul Huntington,England,Preston North End,2,2017-2018
Alan Hutton,Scotland,Aston Villa,2,2017-2018
Marvin Johnson,England,Middlesbrough FC,2,2017-2018
Lukas Jutkiewicz,England,Birmingham City,2,2017-2018
Will Keane,Ireland,Hull City,2,2017-2018
Myles Kenlock,England,Ipswich Town,2,2017-2018
Ryan Kent,England,Bristol City,2,2017-2018
Adam Le Fondre,England,Bolton Wanderers,2,2017-2018
Joe Ledley,Wales,Derby County,2,2017-2018
Donald Love,Scotland,Sunderland AFC,2,2017-2018
Adam Matthews,Wales,Sunderland AFC,2,2017-2018
Callum McManaman,England,Sunderland AFC,2,2017-2018
David Meyler,Ireland,Hull City,2,2017-2018
Kamohelo Mokotjo,South Africa,Brentford FC,2,2017-2018
Luke Murphy,England,Burton Albion,2,2017-2018
Alfred N'Diaye,Senegal,Wolverhampton Wanderers,2,2017-2018
Sheyi Ojo,England,Fulham FC,2,2017-2018
Liam Palmer,Scotland,Sheffield Wednesday,2,2017-2018
Matt Palmer,England,Burton Albion,2,2017-2018
Ben Pearson,England,Preston North End,2,2017-2018
Alex Pritchard,England,Norwich City,2,2017-2018
Johnny Russell,Scotland,Derby County,2,2017-2018
Joe Sbarra,England,Burton Albion,2,2017-2018
Sergi Canós,Spain,Brentford FC,2,2017-2018
Ryan Shotton,England,Middlesbrough FC,2,2017-2018
Marco Stiepermann,Germany,Norwich City,2,2017-2018
Matt Targett,England,Fulham FC,2,2017-2018
Fikayo Tomori,England,Hull City,2,2017-2018
Ronaldo Vieira,England,Leeds United,2,2017-2018
Mario Vrančić,Bosnia-Herzegovina,Norwich City,2,2017-2018
Ross Wallace,Scotland,Sheffield Wednesday,2,2017-2018
Duncan Watmore,England,Sunderland AFC,2,2017-2018
Adam Webster,England,Ipswich Town,2,2017-2018
Bailey Wright,Australia,Bristol City,2,2017-2018
Gabriel Agbonlahor,England,Aston Villa,1,2017-2018
Ben Alnwick,England,Bolton Wanderers,1,2017-2018
Ikechi Anya,Scotland,Derby County,1,2017-2018
Joel Asoro,Sweden,Sunderland AFC,1,2017-2018
Floyd Ayité,Togo,Fulham FC,1,2017-2018
Luke Ayling,England,Leeds United,1,2017-2018
Chris Baird,Northern Ireland,Derby County,1,2017-2018
Nathan Baker,England,Bristol City,1,2017-2018
George Baldock,Greece,Sheffield United,1,2017-2018
Sol Bamba,Ivory Coast,Cardiff City,1,2017-2018
Chris Basham,England,Sheffield United,1,2017-2018
Ryan Bennett,England,Wolverhampton Wanderers,1,2017-2018
Muhamed Bešić,Bosnia-Herzegovina,Middlesbrough FC,1,2017-2018
Andreas Bjelland,Denmark,Brentford FC,1,2017-2018
Jarrod Bowen,England,Hull City,1,2017-2018
Liam Boyce,Northern Ireland,Burton Albion,1,2017-2018
John Brayford,England,Sheffield United,1,2017-2018
Alan Browne,Ireland,Preston North End,1,2017-2018
Craig Bryson,Scotland,Derby County,1,2017-2018
Jacob Butterfield,England,Sheffield Wednesday,1,2017-2018
Jake Buxton,England,Burton Albion,1,2017-2018
Ilias Chair,Morocco,Queens Park Rangers,1,2017-2018
James Chester,Wales,Aston Villa,1,2017-2018
Pelle Clement,Netherlands,Reading FC,1,2017-2018
Sam Clucas,England,Hull City,1,2017-2018
Maxime Colin,France,Brentford FC,1,2017-2018
Callum Connolly,England,Ipswich Town,1,2017-2018
Liam Cooper,Scotland,Leeds United,1,2017-2018
Stuart Dallas,Northern Ireland,Leeds United,1,2017-2018
Loïc Damour,France,Cardiff City,1,2017-2018
Daniel Ayala,Spain,Middlesbrough FC,1,2017-2018
Jacob Davenport,England,Burton Albion,1,2017-2018
Keinan Davis,England,Aston Villa,1,2017-2018
Michael Dawson,England,Hull City,1,2017-2018
Nouha Dicko,Mali,Wolverhampton Wanderers,1,2017-2018
Adama Diomandé,Norway,Hull City,1,2017-2018
Clayton Donaldson,England,Sheffield United,1,2017-2018
John Egan,Ireland,Brentford FC,1,2017-2018
Bright Enobakhare,Nigeria,Wolverhampton Wanderers,1,2017-2018
Lee Evans,Wales,Sheffield United,1,2017-2018
Eberechi Eze,England,Queens Park Rangers,1,2017-2018
Fábio,Brazil,Middlesbrough FC,1,2017-2018
Liam Feeney,England,Cardiff City,1,2017-2018
Darnell Fisher,England,Preston North End,1,2017-2018
Steven Fletcher,Scotland,Sheffield Wednesday,1,2017-2018
Adam Forshaw,England,Middlesbrough FC,1,2017-2018
Craig Forsyth,Scotland,Derby County,1,2017-2018
Morgan Fox,Wales,Sheffield Wednesday,1,2017-2018
George Friend,England,Middlesbrough FC,1,2017-2018
Dael Fry,England,Middlesbrough FC,1,2017-2018
Ezekiel Fryers,England,Barnsley FC,1,2017-2018
Lewis Grabban,Jamaica,Sunderland AFC,1,2017-2018
Jay-Roy Grot,Netherlands,Leeds United,1,2017-2018
Aron Gunnarsson,Iceland,Cardiff City,1,2017-2018
Chris Gunter,Wales,Reading FC,1,2017-2018
Adam Hammill,England,Barnsley FC,1,2017-2018
Grant Hanley,Scotland,Norwich City,1,2017-2018
Jack Harrison,England,Middlesbrough FC,1,2017-2018
Josh Harrop,England,Preston North End,1,2017-2018
Ryan Hedges,Wales,Barnsley FC,1,2017-2018
Karl Henry,England,Bolton Wanderers,1,2017-2018
Abel Hernández,Uruguay,Hull City,1,2017-2018
Onel Hernández,Cuba,Norwich City,1,2017-2018
Daryl Horgan,Ireland,Preston North End,1,2017-2018
Jordan Hugill,England,Preston North End,1,2017-2018
James Husband,England,Norwich City,1,2017-2018
Shaun Hutchinson,England,Millwall FC,1,2017-2018
Emyr Huws,Wales,Ipswich Town,1,2017-2018
Dominic Iorfa,England,Ipswich Town,1,2017-2018
Lloyd Isgrove,Wales,Barnsley FC,1,2017-2018
Ivo Pinto,Portugal,Norwich City,1,2017-2018
David Jones,England,Sheffield Wednesday,1,2017-2018
